Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap
0x,40,ZRX,0.3399,0.00004291,0.32,-4.69,33.14,14.83,5.10,-3.20,-55.79,-71.28,199.98 MM
Electroneum,100,ETN,0.0057,0.00000072,-3.17,21.73,11.41,-14.26,-26.24,-28.50,-66.60,-51.55,54.15 MM
Apollo Currency,174,APL,0.0015,0.00000019,-0.50,5.13,2.58,-22.00,88.70,89.77,11.61,,22.50 MM
Zcash,22,ZEC,76.53,0.00966221,0.45,1.61,36.10,45.53,24.35,16.46,-40.57,-58.48,501.00 MM
Nano,36,NANO,1.85,0.00023367,0.83,-2.80,25.96,97.79,85.04,70.97,-1.62,-22.35,246.63 MM
Dash,13,DASH,151.59,0.01913793,0.59,0.81,35.31,108.29,81.21,65.44,-10.75,-40.02,1.34 Bn
PIVX,123,PIVX,0.6688,0.00008444,-0.43,-1.36,16.76,-10.71,-23.32,-6.32,-50.03,-64.79,37.98 MM
Qtum,31,QTUM,3.16,0.00039943,-0.47,0.65,35.57,52.17,38.79,17.10,-21.32,-59.25,302.86 MM
Augur,34,REP,23.51,0.00296836,-0.29,0.33,21.43,59.39,149.91,163.42,60.75,-21.49,258.63 MM
Bancor,108,BNT,0.7635,0.00009639,-0.12,3.50,36.23,40.69,11.24,19.40,-44.40,-66.11,46.53 MM
IOTA,14,MIOTA,0.4195,0.00005296,-0.17,-0.71,53.39,39.22,13.01,13.56,-15.07,-57.26,1.17 Bn
Cardano,10,ADA,0.0890,0.00001124,-0.46,-0.89,44.72,104.04,80.60,103.42,15.94,-46.07,2.31 Bn
QuarkChain,153,QKC,0.0234,0.00000296,-0.26,0.21,16.32,-31.82,-41.66,-47.20,-51.95,-68.49,26.62 MM
Golem,62,GNT,0.0957,0.00001208,0.74,10.59,41.30,47.92,33.86,30.40,-43.82,-68.83,92.22 MM
NEM,17,XEM,0.0967,0.00001220,1.74,32.42,103.30,73.15,45.86,29.91,2.83,-42.67,869.87 MM
Bitcoin,1,BTC,"7,920.90",1.0000,0.04,-2.58,29.76,121.72,95.92,98.00,22.25,7.07,140.23 Bn
Lisk,33,LSK,2.21,0.00027947,-1.73,7.75,27.74,80.76,57.64,44.49,-22.56,-56.09,258.94 MM
Monero,12,XMR,88.06,0.01111802,-0.21,-5.57,35.78,93.35,68.42,62.32,-20.15,-33.14,1.50 Bn
Aion,83,AION,0.2250,0.00002840,0.52,-1.15,27.95,68.69,36.49,32.56,-45.00,-74.79,69.65 MM
Skycoin,151,SKY,1.83,0.00023074,0.62,14.25,63.17,78.37,59.17,62.01,-40.43,-70.56,27.41 MM
TRON,11,TRX,0.0290,0.00000366,-0.11,-5.23,23.13,11.42,26.07,39.79,24.03,-18.49,1.93 Bn
Polymath,117,POLY,0.0973,0.00001229,-0.03,-1.01,26.39,-21.17,-31.30,-36.07,-63.07,-72.75,41.15 MM
Bitcoin Private,731,BTCP,0.3069,0.00003874,0.23,12.47,52.08,-74.18,-81.21,-85.47,-84.62,-95.45,1.44 MM
GoChain,225,GO,0.0221,0.00000280,0.97,-2.60,30.56,1.01,-8.41,-20.68,-66.71,-68.18,15.83 MM
Burst,385,BURST,0.0032,0.00000041,0.99,-8.15,-39.74,-13.82,-10.62,-42.76,-59.35,-75.86,6.56 MM
BitShares,41,BTS,0.0718,0.00000907,-0.40,6.30,41.01,83.66,58.43,63.67,-26.12,,195.16 MM
Steem Dollars,334,SBD,1.02,0.00012845,-0.50,-0.33,8.23,7.50,25.81,43.28,3.93,-16.87,9.06 MM
IoTeX,129,IOTX,0.0104,0.00000132,0.10,-2.85,24.74,36.45,28.17,18.46,-43.10,-55.68,36.50 MM
Zilliqa,47,ZIL,0.0187,0.00000236,0.05,-4.93,18.80,-16.30,-16.06,-6.76,-46.27,-74.36,162.16 MM
XRP (Ripple),3,XRP,0.4180,0.00005277,0.01,-3.49,40.63,31.36,14.49,10.35,-18.34,-8.32,17.61 Bn
Bitcoin Cash,4,BCH,402.05,0.05075800,-0.16,1.27,42.09,208.81,140.87,107.69,-30.42,-48.15,7.15 Bn
SmartCash,239,SMART,0.0101,0.00000128,-1.07,-1.21,-0.75,-7.50,-29.54,-42.88,-45.22,-88.38,14.35 MM
Komodo,54,KMD,1.19,0.00015072,0.20,-4.04,5.49,80.81,54.62,66.42,-1.61,-18.77,135.52 MM
Nexo,118,NEXO,0.0714,0.00000902,0.04,-4.49,-7.80,23.31,-6.66,-13.05,-55.71,-9.57,40.00 MM
ZCoin,88,XZC,7.93,0.00100132,-1.03,1.13,26.56,50.98,39.41,44.92,-23.75,-52.36,59.49 MM
Basic Attention Token,23,BAT,0.3794,0.00004790,-0.19,-1.48,33.64,209.34,174.28,150.43,4.94,16.65,478.81 MM
ost,243,OST,0.0228,0.00000288,0.02,-0.05,16.48,-0.65,-14.50,-19.78,-54.24,-64.85,14.22 MM
Verge,46,XVG,0.0108,0.00000137,-2.85,13.82,70.48,63.28,46.39,25.08,-19.47,-53.36,173.65 MM
SingularityNET,160,AGI,0.0464,0.00000585,-0.83,2.02,30.07,-5.03,-14.66,-4.79,-29.36,-48.73,25.02 MM
OmiseGo,30,OMG,2.17,0.00027428,-0.16,-0.02,29.90,71.67,44.01,33.14,-36.50,-69.02,304.69 MM
Enigma,132,ENG,0.4764,0.00006015,0.37,2.81,21.14,65.59,40.53,73.60,-25.51,-63.48,35.65 MM
Po.et,197,POE,0.0058,0.00000073,1.23,15.86,57.90,7.69,-1.11,3.96,-51.88,-67.72,18.20 MM
Aeternity,51,AE,0.5570,0.00007032,1.35,2.32,22.97,32.93,36.67,21.45,-52.59,-69.58,147.40 MM
aelf,77,ELF,0.2170,0.00002740,-0.09,0.12,35.50,93.81,77.55,63.94,-31.41,-67.31,77.13 MM
Metaverse ETP,99,ETP,0.7609,0.00009606,-1.65,-7.53,16.63,38.11,17.78,18.67,-76.04,-63.88,54.26 MM
Ravencoin,38,RVN,0.0583,0.00000737,-0.05,-1.31,34.40,342.01,289.89,259.50,39.84,252.49,207.23 MM
Stellar,9,XLM,0.1383,0.00001746,-1.12,10.05,52.93,35.69,12.38,10.87,-45.23,-52.05,2.65 Bn
DeviantCoin,899,DEV,0.0473,0.00000597,12.16,1.00,-6.45,37.48,-39.57,-50.90,-82.93,-94.84,731.06 K
Civic,150,CVC,0.0813,0.00001026,-0.29,-0.05,20.27,56.35,42.39,36.19,-41.14,-58.16,27.85 MM
Status,61,SNT,0.0279,0.00000353,-0.34,2.48,31.76,27.90,45.45,41.29,-25.36,-60.75,96.99 MM
NEO,19,NEO,12.17,0.00153584,0.59,-1.92,41.28,58.82,41.04,51.88,-25.84,-65.31,790.74 MM
NAV Coin,229,NAV,0.2347,0.00002963,0.86,14.83,40.56,35.15,33.75,25.02,-33.61,-48.95,15.28 MM
Cortex,149,CTXC,0.1866,0.00002355,2.54,-0.66,30.89,76.83,31.83,47.73,-38.12,-66.36,27.95 MM
Ethereum,2,ETH,260.10,0.03283705,-0.67,8.17,54.03,120.24,69.44,102.19,21.38,-44.36,27.60 Bn
Swarm,375,SWM,0.0870,0.00001098,-3.26,7.75,-3.41,-33.34,-45.75,-55.73,-61.46,-65.44,7.00 MM
Gas,146,GAS,2.86,0.00036125,-0.15,-0.89,24.97,32.19,15.88,31.18,-44.41,-74.21,28.98 MM
DigiByte,50,DGB,0.0131,0.00000166,0.91,-4.82,30.26,36.78,10.70,14.48,-37.09,,154.75 MM
Universa,400,UTNP,0.0033,0.00000042,-0.54,-3.74,10.24,-41.05,-51.94,-20.83,-29.32,-69.79,6.16 MM
Bitcoin Diamond,43,BCD,1.03,0.00012963,-0.17,-5.21,20.07,29.46,10.49,7.74,-40.92,-75.50,191.49 MM
Tokenpay,167,TPAY,1.47,0.00018533,0.33,3.96,27.40,108.23,77.58,70.28,-16.97,-60.56,23.52 MM
Wanchain,110,WAN,0.4153,0.00005244,1.32,-0.50,34.93,25.80,8.65,0.17,-58.96,-80.45,44.09 MM
Groestlcoin,137,GRS,0.4376,0.00005525,0.23,4.25,28.53,106.18,80.34,60.40,-14.42,-30.05,31.75 MM
ODEM,124,ODE,0.1626,0.00002053,-0.06,-10.44,-14.52,-43.94,-44.22,-42.44,-17.83,-59.31,37.45 MM
LAToken,94,LA,0.1518,0.00001916,-3.81,20.98,62.87,133.87,73.17,137.98,102.96,25.44,57.02 MM
SysCoin,135,SYS,0.0594,0.00000750,-0.78,0.64,-1.99,38.39,18.54,25.88,-34.45,-60.83,32.86 MM
Revain,102,R,0.1105,0.00001395,0.42,-4.46,11.19,-50.11,-57.81,-42.79,-44.28,-59.36,53.52 MM
Siacoin,52,SC,0.0036,0.00000046,0.15,8.19,48.81,41.55,29.73,21.52,-42.78,-67.09,147.14 MM
ChainLink,32,LINK,0.8236,0.00010398,-0.01,-0.70,27.16,58.61,113.40,159.22,67.39,269.78,288.27 MM
iExec RLC,101,RLC,0.6746,0.00008517,-0.87,-5.94,0.12,231.29,217.33,236.54,53.02,-5.70,54.02 MM
AppCoins,356,APPC,0.0757,0.00000955,1.10,4.51,26.80,61.50,51.91,57.42,-27.88,-59.99,7.57 MM
Bluzelle,261,BLZ,0.0612,0.00000773,-0.13,-3.29,32.02,44.11,33.11,24.71,-55.10,-80.18,12.64 MM
C20,148,C20,0.6947,0.00008770,-0.14,-0.60,37.02,82.91,67.71,73.34,4.89,-31.12,28.08 MM
Kyber Network,113,KNC,0.2562,0.00003235,0.03,-5.05,25.80,86.90,50.07,52.78,-36.43,-72.68,42.70 MM
Footballcoin,563,XFC,0.0080,0.00000101,-0.79,-2.92,34.98,82.78,49.96,,,,2.99 MM
Dragonchain,170,DRGN,0.0970,0.00001225,-6.08,7.17,8.19,17.15,0.13,-0.56,-58.55,-69.06,23.13 MM
Cindicator,159,CND,0.0173,0.00000219,-0.23,-0.54,27.32,49.40,62.26,47.36,-26.90,-46.96,25.05 MM
Scorum Coins,930,SCR,0.0209,0.00000263,0.35,5.06,-6.21,-70.87,-77.96,-83.22,-75.93,,610.29 K
TenX,141,PAY,0.2682,0.00003386,-0.68,0.06,17.47,-19.25,28.43,-40.93,-52.75,-72.91,30.67 MM
Decentraland,90,MANA,0.0563,0.00000711,0.06,3.19,20.24,43.75,24.71,-4.06,-32.30,-55.96,59.13 MM
Waves Community Token,367,WCT,0.7246,0.00009148,0.73,-4.41,6.01,-16.93,9.44,17.21,170.36,57.88,7.22 MM
Selfkey,280,KEY,0.0039,0.00000050,-0.17,-5.22,42.65,42.99,36.35,27.82,-47.22,-66.11,11.33 MM
Nucleus Vision,258,NCASH,0.0022,0.00000028,0.68,4.44,28.19,13.61,7.38,2.14,-56.20,-82.84,12.76 MM
Decred,29,DCR,32.17,0.00406086,-0.21,-1.24,25.64,88.32,68.72,68.66,-19.99,-55.87,314.82 MM
Santiment Network Token,82,SAN,1.12,0.00014182,1.48,16.44,33.56,257.93,193.30,213.49,134.01,9.04,70.39 MM
Turtlecoin,404,TRTL,0.0001,0.00000002,0.11,-4.29,27.02,-0.94,-3.88,116.67,51.21,,6.10 MM
Dock,412,DOCK,0.0131,0.00000166,-0.64,2.05,20.79,27.29,42.18,30.87,-50.78,-73.21,5.86 MM
HOQU,697,HQX,0.0101,0.00000127,1.69,64.78,41.68,7.21,6.88,88.56,15.72,-37.89,1.70 MM
Stakenet,276,XSN,0.1370,0.00001730,1.82,7.82,22.56,75.00,32.05,9.54,-26.85,-57.10,11.50 MM
Stratis,65,STRAT,0.9149,0.00011550,0.45,-2.94,24.18,-13.09,-16.13,-33.89,-41.54,-66.88,90.87 MM
Elastos,95,ELA,3.69,0.00046596,0.63,-5.89,18.85,69.15,34.79,24.54,-46.30,-78.10,56.60 MM
Eristica,948,ERT,0.0032,0.00000040,-29.19,-46.52,-37.17,18.92,-14.08,-6.40,-45.58,,547.37 K
Quantum Resistant Ledger,161,QRL,0.3678,0.00004644,-0.78,-3.29,78.42,151.17,114.66,95.79,-0.15,-28.04,25.02 MM
Cappasity,688,CAPP,0.0033,0.00000042,0.07,3.24,31.40,11.26,-7.83,-8.18,-51.46,-73.94,1.75 MM
WePower,382,WPR,0.0113,0.00000143,1.45,-0.51,32.62,-13.94,-18.09,-24.44,-67.07,-73.04,6.79 MM
Binance Coin,7,BNB,25.97,0.00327915,-0.01,-2.58,34.72,299.55,314.21,323.02,164.95,116.34,3.67 Bn
Open Platform,660,OPEN,0.0027,0.00000034,1.03,-3.76,0.41,0.87,0.87,0.87,-75.79,-95.90,1.95 MM
Insolar,301,INS,0.3181,0.00004015,-0.24,0.42,6.77,3.47,-0.40,7.44,-43.50,-47.47,10.34 MM
BitDegree,787,BDG,0.0031,0.00000040,-0.31,22.68,53.92,-4.71,-10.03,13.45,-58.14,-83.46,1.14 MM
Particl,114,PART,5.29,0.00066764,-5.35,10.36,24.77,77.45,139.29,122.63,134.00,-2.33,42.67 MM
Request Network,241,REQ,0.0196,0.00000568,0.12,0.45,-4.47,-11.57,-21.53,-28.63,-61.60,-71.63,14.32 MM
ColossusCoinXT,530,,COLX,0.0003,0.00000004,-0.05,19.13,4.10,-11.97,-21.06,11.35,-30.46,-69.13
Internet Node Token,365,,INT,0.0258,0.00000326,-0.90,-0.55,12.60,79.88,82.63,24.71,-18.01,-67.81
Populous,96,,PPT,1.05,0.00013210,-0.57,-1.62,12.02,-20.65,-32.01,-33.06,-69.30,-84.40
COSS,452,,COSS,0.0404,0.00000511,-1.01,-10.09,14.74,-29.60,-40.54,-47.25,-63.67,-50.71
Global Social Chain,472,,GSC,0.0082,0.00000104,-2.01,4.11,33.21,112.67,51.63,33.56,-20.42,-78.29
Ambrosus,402,,AMB,0.0423,0.00000534,0.32,5.31,24.24,-40.17,-49.25,-43.06,-77.60,-85.25
THEKEY,282,,TKY,0.0022,0.00000028,-10.46,-7.47,21.48,-22.45,-33.66,-41.18,-65.81,-77.69
IOStoken,48,,IOST,0.0135,0.00000170,0.50,-9.12,18.94,97.74,118.71,142.34,11.88,-40.40
Factom,67,,FCT,9.09,0.00114709,-3.30,-4.19,5.09,15.71,17.67,-14.29,100.45,-9.43
Pillar,320,,PLR,0.0371,0.00000469,-2.69,-3.42,21.79,-8.66,-26.16,-42.91,-64.72,-76.58
Bethereum,1000,,BETHER,0.0011,0.00000015,-1.59,-3.99,-13.16,-27.65,-55.49,-47.87,-69.29,
Flash,607,,FLASH,0.0027,0.00000034,-30.70,-23.29,-2.64,-20.45,-33.36,-40.17,-52.07,-64.85
Semux,576,,SEM,0.2682,0.00003386,-0.07,7.66,-21.52,54.09,30.48,3.41,-65.71,
Bloom,555,,BLT,0.0654,0.00000826,1.32,-0.32,11.18,87.79,74.06,67.18,-61.83,-72.60
Graft,529,,GRFT,0.0066,0.00000084,1.05,-0.12,26.43,24.21,-6.52,-18.28,-64.82,-55.22
Raiden Network Token,222,,RDN,0.3166,0.00003997,-0.07,-2.72,24.89,38.33,21.26,4.85,-37.83,-65.45
Arcblock,106,,ABT,0.4867,0.00006145,0.87,-10.31,-21.01,583.21,462.78,469.44,177.04,9.23
Cryptopay,659,,CPAY,0.0287,0.00000362,0.82,11.13,68.77,121.63,136.92,28.69,-11.09,-11.21
Zero,982,,ZER,0.0759,0.00000959,19.08,-10.79,32.37,8.15,-43.72,-50.97,-73.86,-68.55
Genesis Vision,242,,GVT,3.22,0.00040597,-1.23,-2.13,16.22,-9.50,-20.95,-21.02,-70.45,-64.24
Kambria,582,,KAT,0.0022,0.00000028,1.65,-1.74,-10.80,-91.88,-91.21,-91.66,,
Crown,552,,CRW,0.1457,0.00001839,0.72,0.79,18.35,27.42,6.78,-5.38,-62.56,-69.70
Dentacoin,198,,DCN,0.00005584,0.00000001,0.12,28.20,42.79,-53.59,-71.56,-58.75,-73.89,-84.82
SophiaTX,598,,SPHTX,0.0077,0.00000097,-1.66,-7.68,-13.44,-72.20,-73.30,-65.29,-87.51,-95.76
LoyalCoin,463,,LYL,0.0009,0.00000011,-2.77,-1.41,13.09,-4.85,-20.95,-40.85,-62.66,-79.30
Lampix,928,,PIX,0.0046,0.00000059,-0.14,9.48,-14.42,-1.28,-7.56,-28.13,-52.97,-65.67
VeChain,24,,VET,0.0078,0.00000099,2.94,1.23,29.39,76.02,85.61,61.10,-26.26,
Crypterium,270,,CRPT,0.1430,0.00001806,11.62,11.99,1.17,37.95,41.37,37.51,-47.58,-61.08
Change,569,,CAG,0.0914,0.00001154,-0.02,-2.18,14.35,33.45,7.45,-14.92,-8.71,-34.00
ReddCoin,87,,RDD,0.0021,0.00000027,0.50,3.70,33.60,40.13,58.33,50.62,-21.50,-53.60
Litecoin Cash,413,,LCC,0.0094,0.00000118,-8.78,-25.14,-23.85,0.75,-9.39,-23.11,-43.79,-71.99
Ecoreal Estate,138,,ECOREAL,0.1511,0.00001908,0.10,-1.60,9.92,282.69,556.75,195.62,72.03,
POA Network,363,,POA,0.0307,0.00000388,0.28,-0.67,28.69,1.33,1.35,-5.10,-66.36,-81.43
Haven Protocol,549,,XHV,0.4195,0.00005296,0.16,4.39,25.18,11.19,-31.43,-42.74,-82.08,-43.52
Arionum,926,,ARO,0.0040,0.00000050,-3.03,-7.12,-4.29,-54.62,-72.43,-76.33,-87.30,
Presearch,339,,PRE,0.0564,0.00000712,-4.20,-14.34,26.48,66.87,47.08,72.48,-2.22,-53.91
ShipChain,611,,SHIP,0.0101,0.00000128,-0.19,8.02,56.29,23.80,34.89,35.14,-18.56,-68.59
Online,493,,OIO,0.0047,0.00000059,-0.26,9.66,-55.99,35.87,5.06,43.05,,
BaaSid,520,,BAAS,0.0010,0.00000013,-0.12,-5.02,-0.92,-20.60,-12.87,-17.56,-51.63,
Gulden,312,,NLG,0.0230,0.00000290,-0.23,-0.37,16.01,-5.29,-9.01,-10.34,-14.94,-60.79
MicroMoney,1172,,AMM,0.0110,0.00000139,-7.94,0.08,35.99,19.53,-18.62,-18.76,-57.76,-88.32
CryCash,1188,,CRC,0.0353,0.00000446,-0.22,-11.60,-7.58,-61.19,-55.46,34.83,-59.60,-81.08
district0x,311,,DNT,0.0164,0.00000207,-0.58,2.19,12.78,35.62,31.01,26.07,-41.14,-55.79
Aventus,783,,AVT,0.1915,0.00002418,-0.20,-8.14,-8.42,14.99,0.20,-7.28,-47.23,-77.89
Trinity Network Credit,666,,TNC,0.0058,0.00000073,1.82,7.20,9.62,108.58,46.48,45.36,-31.18,-77.21
HEROcoin,1036,,PLAY,0.0024,0.00000030,-1.30,-19.96,6.72,-55.69,-64.98,-62.95,-85.68,-84.85
Bytecoin,39,,BCN,0.0011,0.00000014,0.65,6.75,26.02,82.60,52.85,45.04,-16.03,-65.10
MobileGo,455,,MGO,0.0478,0.00000603,-36.99,-23.49,-23.90,-78.68,-88.52,-88.77,-90.10,-77.89
UTRUST,145,,UTK,0.0658,0.00000831,0.20,4.68,59.27,196.33,179.40,148.59,67.72,-7.69
Litecoin,6,,LTC,95.49,0.01205562,-0.27,-5.44,29.55,199.05,149.43,188.89,79.15,
Apex,487,,CPX,0.0089,0.00000112,-0.01,-3.47,11.81,5.89,-6.36,-16.96,-75.61,-83.97
Chronobank,621,,TIME,3.25,0.00041002,-0.01,3.40,35.39,48.26,25.29,39.50,-18.79,
ZClassic,257,,ZCL,1.94,0.00024443,-2.31,3.99,47.49,93.40,67.70,49.07,-32.49,-77.91
Friendz,673,,FDZ,0.0039,0.00000049,-0.47,0.05,12.54,28.69,-0.91,55.36,18.52,-66.09
Aergo,206,,AERGO,0.1666,0.00002104,-0.66,1.67,12.53,145.68,83.77,47.33,,
Zilla,800,,ZLA,0.0183,0.00000231,6.46,5.55,11.55,76.95,23.40,12.43,-48.03,-80.25
Digital Insurance Token,986,,DIT,0.0020,0.00000026,0.71,-4.04,32.51,275.04,165.43,254.81,-0.29,
CloakCoin,511,,CLOAK,0.7269,0.00009177,1.95,-3.48,17.22,-40.26,-40.12,-49.23,-74.66,
Covesting,518,,COV,0.2051,0.00002590,3.04,-11.43,-20.25,-11.35,-41.14,-51.72,-74.50,-82.23
BitTube,348,,TUBE,0.0556,0.00000701,1.52,-1.68,53.97,128.66,68.06,53.26,-25.23,-29.44
Gemini Dollar,152,,GUSD,0.9993,0.00012616,0.16,-0.19,-0.14,-1.21,0.03,-1.68,-0.45,
Peerplays,566,,PPY,0.6583,0.00008311,0.07,-3.12,-30.06,-2.01,-11.65,-30.97,-61.90,-79.85
Zper,562,,ZPR,0.0024,0.00000030,-5.36,-27.01,10.79,185.29,146.98,97.47,-26.37,
1World,961,,1WO,0.0247,0.00000312,-0.69,1.77,21.42,-14.53,-12.98,-40.52,-84.65,-85.04
Ripio Credit Network,224,,RCN,0.0317,0.00000400,0.00,-0.06,40.79,154.30,156.01,130.46,-14.67,-24.43
Primas,451,,PST,0.0923,0.00001165,-0.18,-3.07,21.70,-0.38,-22.40,-9.36,-58.57,-70.27
Seele,424,,SEELE,0.0082,0.00000103,-2.72,-3.82,-18.88,181.53,114.25,25.51,-56.86,-95.15
ProximaX,125,,XPX,0.0061,0.00000077,0.13,-2.10,15.60,76.62,42.18,4.85,85.73,
Travala,429,,AVA,0.1389,0.00001754,-1.25,-12.90,-4.19,34.09,-2.84,-22.68,43.31,38.54
B2Bcoin,854,,BBC,0.0017,0.00000022,-0.85,17.19,22.84,-0.16,-32.49,-25.18,-77.86,-92.75
Olympus Labs,575,,MOT,0.0741,0.00000935,-0.65,-5.89,19.33,51.27,19.08,-0.25,-39.65,-72.95
Moss Coin,252,,MOC,0.0525,0.00000663,-0.59,-1.91,14.57,50.11,39.20,29.68,-35.53,-14.00
IHT Real Estate Protocol,269,,IHT,0.0185,0.00000233,0.97,-4.76,18.14,46.80,66.72,82.23,-16.63,-70.09
Monetha,352,,MTH,0.0225,0.00000284,-4.74,14.09,24.55,21.56,17.05,17.98,-58.82,-41.49
NKN,186,,NKN,0.0570,0.00000720,-0.91,8.51,31.43,153.15,72.90,77.24,3.84,-60.25
Ties.DB,755,,TIE,0.0318,0.00000402,-1.59,-6.35,39.24,188.18,300.57,104.45,153.91,1.81
bitEUR,1251,,BITEUR,1.14,0.00014397,-0.13,-2.42,-0.97,-1.48,-10.70,-7.13,1.09,
Atlant,806,,ATL,0.0198,0.00000251,2.82,-11.49,15.09,7.35,1.28,-11.48,-41.34,-68.24
DIMCOIN,652,,DIM,0.0010,0.00000012,-1.28,1.15,9.70,32.77,-5.72,-13.05,-60.29,-75.80
Bread,112,,BRD,0.4848,0.00006121,0.58,-6.39,23.19,135.88,123.43,113.67,38.12,20.33
GameCredits,344,,GAME,0.1177,0.00001486,1.88,0.65,25.11,31.90,31.75,23.16,-24.52,-75.42
Pascal Coin,355,,PASC,0.2885,0.00003643,-0.85,-11.18,17.19,45.24,15.67,9.36,-55.95,-53.45
U Network,505,,UUU,0.0006,0.00000008,-2.98,-0.47,14.32,117.16,64.04,67.49,-39.41,-59.63
DigixDAO,78,,DGD,38.42,0.00485000,-0.53,0.54,3.70,103.69,82.65,73.57,-5.98,-60.24
SALT,310,,SALT,0.1228,0.00001550,0.90,-3.95,9.54,-48.60,-50.73,-51.80,-81.44,
Tierion,340,,TNT,0.0200,0.00000252,0.95,1.66,32.87,22.95,50.04,42.77,-36.32,-51.73
Cashaa,436,,CAS,0.0073,0.00000092,-0.20,2.72,11.57,3.81,-38.68,-38.96,-32.57,-76.11
PolySwarm,458,,NCT,0.0031,0.00000039,-0.40,5.22,39.60,79.18,32.16,58.27,17.35,-11.74
CanYaCoin,695,,CAN,0.0348,0.00000439,-1.26,5.90,30.66,163.25,109.48,173.15,-43.55,-64.68
Streamr DATAcoin,248,,DATA,0.0201,0.00000254,-0.90,7.05,31.69,4.34,1.52,6.30,-51.25,-69.52
TrueFlip,601,,TFL,0.3963,0.00005003,-0.48,-11.45,11.37,119.61,133.23,87.11,2.89,-42.06
Bytom,56,,BTM,0.1308,0.00001651,0.12,-7.12,41.30,56.94,61.58,32.54,-32.51,-62.82
Bulwark,835,,BWK,0.0498,0.00000628,-0.13,-2.61,-4.91,-61.09,-76.59,-80.14,-92.13,-94.87
Telcoin,175,,TEL,0.0006,0.00000008,-0.07,-1.82,8.23,65.97,51.13,26.01,-21.01,-43.91
MARK.SPACE,425,,MRK,0.0073,0.00000092,3.36,9.45,24.50,35.20,8.38,22.25,-65.76,-73.34
SONM,321,,SNM,0.0268,0.00000338,0.35,-1.60,17.29,29.25,18.22,14.05,-59.10,-74.00
Jibrel Network,358,,JNT,0.0441,0.00000557,0.04,-4.84,-0.65,18.22,3.27,-10.91,-51.82,-72.72
Kleros,588,,PNK,0.0117,0.00000148,-0.23,12.65,43.45,119.31,74.87,53.29,50.74,
0xBitcoin,883,,0xBTC,0.1745,0.00002203,-3.27,3.76,19.82,2.90,-17.70,-47.12,-61.19,-78.99
Dogecoin,26,,DOGE,0.0033,0.00000041,0.73,1.14,29.84,58.93,41.45,26.87,-9.01,-4.78
Nexus,179,,NXS,0.3555,0.00004489,-1.41,1.03,31.90,-4.46,-9.95,3.26,-46.11,-74.47
POPCHAIN,709,,PCH,0.0018,0.00000023,-0.04,-0.97,-40.04,29.99,-33.50,-52.64,-73.21,-94.32
WaykiChain,107,,WICC,0.2488,0.00003141,0.27,-9.86,4.44,75.03,100.96,90.25,13.05,-30.11
Viacoin,215,,VIA,0.7174,0.00009057,-0.03,-4.82,7.76,134.07,118.69,110.57,-1.25,-42.12
XtraBYtes,428,,XBY,0.0128,0.00000162,-0.13,9.18,33.06,19.60,-9.66,-9.82,-63.14,-58.29
Crowd Machine,841,,CMCT,0.0019,0.00000024,3.43,2.77,2.33,16.33,0.17,-19.18,-42.54,-93.55
Swarm City,840,,SWT,0.1068,0.00001349,0.58,-4.28,-19.96,-25.28,-25.63,-38.29,-62.98,-82.75
Kin,128,,KIN,0.00004834,0.00000001,2.52,3.02,4.30,55.76,29.07,54.29,-11.34,-75.81
COVA,377,,COVA,0.0041,0.00000051,1.81,15.25,71.54,84.01,129.19,,,
Matchpool,699,,GUP,0.0227,0.00000286,-0.16,-5.54,1.25,30.82,28.65,17.61,-51.58,-78.43
AMLT Token,606,,AMLT,0.0103,0.00000130,3.06,-19.12,-6.78,-44.63,-54.51,-36.49,-25.53,-29.25
bitJob,1264,,STU,0.0014,0.00000017,1.71,20.98,-17.84,-60.93,-50.50,-73.83,-85.26,-86.34
Storj,131,,STORJ,0.2648,0.00003343,-0.44,0.09,22.74,86.16,70.11,70.87,-16.47,-41.30
VIBE,283,,VIBE,0.0432,0.00000545,-0.94,3.76,26.20,2.52,34.40,45.21,-33.65,-38.04
PayPie,245,,PPP,0.1705,0.00002153,0.00,10.81,151.99,-76.16,342.74,201.30,12.45,-29.14
Ren,193,,REN,0.0294,0.00000371,-0.10,0.46,21.69,53.70,22.65,21.65,-34.04,-30.63
Sentinel,556,,SENT,0.0016,0.00000020,3.95,-1.82,11.32,72.49,12.89,13.09,-34.34,-78.81
Eligma Token,624,,ELI,0.0162,0.00000205,0.42,-7.60,23.58,80.91,78.00,130.20,39.96,
Simmitri,1168,,SIM,0.0025,0.00000031,-37.03,-23.45,-8.00,-85.17,22.42,-14.73,-71.82,
Matrix AI Network,216,,MAN,0.1106,0.00001396,-1.60,8.35,0.60,52.19,58.43,6.85,-53.88,-73.29
Etherparty,389,,FUEL,0.0091,0.00000114,0.65,2.23,25.58,1.08,8.76,1.27,-63.99,-71.76
STK,637,,STK,0.0062,0.00000079,-1.73,-1.65,3.54,122.48,113.58,48.56,-44.80,-77.34
Gnosis,164,,GNO,21.83,0.00275653,-0.18,3.42,36.91,92.90,74.42,105.07,10.38,-57.12
Zebi,388,,ZCO,0.0104,0.00000131,0.34,15.99,40.47,114.23,69.87,37.65,-20.47,-71.40
